Ran 10000 trials (size 5×5, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 0, 15, 0.3 ± 1.
Ran 10000 trials (size 50×50, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 93, 2110, 362.0 ± 165.
Ran 10000 trials (size 51×51, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 111, 1882, 372.1 ± 166.
Ran 10000 trials (size 52×52, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 93, 1619, 379.5 ± 172.
Ran 10000 trials (size 53×53, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 101, 2199, 391.1 ± 175.
Ran 10000 trials (size 54×54, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 108, 1848, 404.3 ± 185.
Ran 10000 trials (size 55×55, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 106, 2095, 407.4 ± 180.
Ran 10000 trials (size 56×56, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 95, 2524, 422.2 ± 190.
Ran 10000 trials (size 57×57, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 127, 1990, 430.9 ± 189.
Ran 10000 trials (size 58×58, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 122, 2954, 441.7 ± 199.
Ran 10000 trials (size 59×59, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 124, 2298, 447.9 ± 198.
Ran 10000 trials (size 60×60, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 95, 2104, 462.3 ± 207.
Ran 10000 trials (size 61×61, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 118, 2621, 468.5 ± 204.
Ran 10000 trials (size 62×62, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 133, 2690, 481.5 ± 213.
Ran 10000 trials (size 63×63, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 142, 2028, 488.8 ± 213.
Ran 10000 trials (size 64×64, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 140, 2189, 495.5 ± 217.
Ran 10000 trials (size 65×65, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 134, 2480, 508.0 ± 219.
Ran 10000 trials (size 66×66, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 146, 2635, 519.2 ± 231.
Ran 10000 trials (size 67×67, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 157, 2229, 529.4 ± 229.
Ran 10000 trials (size 68×68, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 159, 2338, 534.5 ± 233.
Ran 10000 trials (size 69×69, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 159, 3482, 549.4 ± 246.
Ran 10000 trials (size 70×70, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 169, 2948, 555.1 ± 240.
Ran 10000 trials (size 5×5, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 18, 0.6 ± 1.
Ran 10000 trials (size 6×6, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 46, 2.2 ± 3.
Ran 10000 trials (size 7×7, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 55, 5.1 ± 5.
Ran 10000 trials (size 8×8, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 101, 9.4 ± 8.
Ran 10000 trials (size 9×9, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 112, 13.9 ± 11.
Ran 10000 trials (size 10×10, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 190, 18.5 ± 13.
Ran 10000 trials (size 11×11, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 179, 22.4 ± 15.
Ran 10000 trials (size 12×12, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 1, 292, 26.8 ± 18.
Ran 10000 trials (size 13×13, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 4, 190, 31.1 ± 19.
Ran 10000 trials (size 14×14, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 4, 312, 35.9 ± 22.
Ran 10000 trials (size 15×15, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 7, 217, 40.0 ± 22.
Ran 10000 trials (size 16×16, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 7, 351, 45.0 ± 26.
Ran 10000 trials (size 17×17, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 7, 274, 49.7 ± 27.
Ran 10000 trials (size 18×18, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 10, 339, 54.0 ± 29.
Ran 10000 trials (size 19×19, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 9, 402, 58.8 ± 31.
Ran 10000 trials (size 20×20, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 11, 430, 63.7 ± 34.
Ran 10000 trials (size 21×21, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 13, 479, 68.5 ± 35.
Ran 10000 trials (size 22×22, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 16, 428, 73.6 ± 38.
Ran 10000 trials (size 23×23, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 15, 375, 78.1 ± 39.
Ran 10000 trials (size 24×24, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 16, 399, 84.1 ± 42.
Ran 10000 trials (size 25×25, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 17, 445, 88.2 ± 43.
Ran 10000 trials (size 26×26, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 20, 410, 93.6 ± 45.
Ran 10000 trials (size 27×27, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 24, 523, 98.6 ± 47.
Ran 10000 trials (size 28×28, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 26, 674, 103.0 ± 49.
Ran 10000 trials (size 29×29, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 28, 549, 108.4 ± 52.
Ran 10000 trials (size 30×30, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 28, 605, 113.5 ± 54.
Ran 10000 trials (size 31×31, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 29, 662, 119.6 ± 56.
Ran 10000 trials (size 32×32, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 30, 598, 123.5 ± 58.
Ran 10000 trials (size 33×33, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 33, 629, 128.6 ± 60.
Ran 10000 trials (size 34×34, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 31, 651, 133.4 ± 61.
Ran 10000 trials (size 35×35, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 38, 712, 139.9 ± 64.
Ran 10000 trials (size 36×36, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 36, 802, 143.9 ± 67.
Ran 10000 trials (size 37×37, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 38, 746, 149.6 ± 69.
Ran 10000 trials (size 38×38, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 44, 719, 154.6 ± 69.
Ran 10000 trials (size 39×39, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 35, 726, 159.1 ± 72.
Ran 10000 trials (size 40×40, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 39, 762, 164.5 ± 74.
Ran 10000 trials (size 41×41, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 46, 741, 168.2 ± 75.
Ran 10000 trials (size 42×42, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 48, 1023, 174.3 ± 79.
Ran 10000 trials (size 43×43, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 51, 748, 178.7 ± 77.
Ran 10000 trials (size 44×44, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 48, 894, 183.7 ± 81.
Ran 10000 trials (size 45×45, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 51, 1325, 190.8 ± 85.
Ran 10000 trials (size 46×46, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 48, 1207, 193.1 ± 84.
Ran 10000 trials (size 47×47, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 59, 911, 200.8 ± 89.
Ran 10000 trials (size 48×48, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 62, 948, 202.3 ± 89.
Ran 10000 trials (size 49×49, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 56, 1334, 208.6 ± 92.
Ran 10000 trials (size 50×50, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 61, 1071, 213.3 ± 94.
Ran 10000 trials (size 51×51, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 63, 1372, 219.1 ± 97.
Ran 10000 trials (size 52×52, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 56, 1281, 223.2 ± 98.
Ran 10000 trials (size 53×53, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 61, 1011, 229.9 ± 100.
Ran 10000 trials (size 54×54, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 69, 1165, 232.8 ± 102.
Ran 10000 trials (size 55×55, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 70, 994, 240.3 ± 104.
Ran 10000 trials (size 56×56, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 73, 1411, 242.8 ± 106.
Ran 10000 trials (size 57×57, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 75, 1168, 247.8 ± 104.
Ran 10000 trials (size 58×58, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 79, 1559, 253.8 ± 110.
Ran 10000 trials (size 59×59, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 76, 1122, 255.5 ± 109.
Ran 10000 trials (size 60×60, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 63, 1563, 263.5 ± 114.
Ran 10000 trials (size 61×61, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 77, 1529, 267.7 ± 115.
Ran 10000 trials (size 62×62, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 79, 1035, 270.8 ± 113.
Ran 10000 trials (size 63×63, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 83, 1135, 275.6 ± 115.
Ran 10000 trials (size 64×64, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 87, 1585, 281.0 ± 121.
Ran 10000 trials (size 65×65, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 80, 1469, 286.0 ± 122.
Ran 10000 trials (size 66×66, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 90, 1690, 291.0 ± 122.
Ran 10000 trials (size 67×67, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 87, 1415, 295.3 ± 125.
Ran 10000 trials (size 68×68, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 87, 1441, 298.1 ± 125.
Ran 10000 trials (size 69×69, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 88, 1552, 304.4 ± 130.
Ran 10000 trials (size 70×70, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 85, 1471, 308.9 ± 129.
Ran 10000 trials (size 5×5, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 16, 1.1 ± 1.
Ran 10000 trials (size 6×6, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 30, 3.0 ± 3.
Ran 10000 trials (size 7×7, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 53, 5.7 ± 5.
Ran 10000 trials (size 8×8, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 76, 8.2 ± 6.
Ran 10000 trials (size 9×9, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 127, 10.6 ± 8.
Ran 10000 trials (size 10×10, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 0, 121, 12.8 ± 8.
Ran 10000 trials (size 11×11, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 1, 134, 15.3 ± 9.
Ran 10000 trials (size 12×12, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 2, 127, 17.6 ± 10.
Ran 10000 trials (size 13×13, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 3, 117, 20.0 ± 11.
Ran 10000 trials (size 14×14, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 4, 162, 22.5 ± 12.
Ran 10000 trials (size 15×15, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 5, 137, 24.8 ± 13.
Ran 10000 trials (size 16×16, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 5, 194, 27.2 ± 15.
Ran 10000 trials (size 17×17, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 6, 181, 29.6 ± 15.
Ran 10000 trials (size 18×18, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 6, 182, 31.9 ± 16.
Ran 10000 trials (size 19×19, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 7, 169, 34.4 ± 17.
Ran 10000 trials (size 20×20, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 8, 214, 36.9 ± 19.
Ran 10000 trials (size 21×21, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 9, 231, 39.1 ± 20.
Ran 10000 trials (size 22×22, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 9, 240, 41.6 ± 20.
Ran 10000 trials (size 23×23, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 11, 305, 43.6 ± 21.
Ran 10000 trials (size 24×24, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 12, 229, 45.8 ± 22.
Ran 10000 trials (size 25×25, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 12, 254, 48.1 ± 22.
Ran 10000 trials (size 26×26, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 12, 256, 50.6 ± 24.
Ran 10000 trials (size 27×27, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 14, 282, 53.2 ± 24.
Ran 10000 trials (size 28×28, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 15, 251, 55.7 ± 26.
Ran 10000 trials (size 29×29, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 17, 306, 57.8 ± 27.
Ran 10000 trials (size 30×30, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 14, 317, 59.7 ± 27.
Ran 10000 trials (size 31×31, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 16, 254, 61.9 ± 27.
Ran 10000 trials (size 32×32, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 475, 64.4 ± 30.
Ran 10000 trials (size 33×33, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 18, 340, 66.5 ± 30.
Ran 10000 trials (size 34×34, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 19, 330, 68.3 ± 30.
Ran 10000 trials (size 35×35, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 17, 581, 70.8 ± 32.
Ran 10000 trials (size 36×36, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 21, 404, 72.7 ± 32.
Ran 10000 trials (size 37×37, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 23, 474, 73.9 ± 32.
Ran 10000 trials (size 38×38, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 20, 498, 76.8 ± 33.
Ran 10000 trials (size 39×39, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 24, 361, 78.3 ± 34.
Ran 10000 trials (size 40×40, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 22, 411, 81.0 ± 36.
Ran 10000 trials (size 41×41, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 433, 82.7 ± 35.
Ran 10000 trials (size 42×42, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 27, 420, 84.0 ± 35.
Ran 10000 trials (size 43×43, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 23, 379, 86.7 ± 37.
Ran 10000 trials (size 44×44, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 457, 88.0 ± 37.
Ran 10000 trials (size 45×45, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 390, 90.4 ± 38.
Ran 10000 trials (size 46×46, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 28, 418, 92.1 ± 39.
Ran 10000 trials (size 47×47, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 30, 424, 94.0 ± 40.
Ran 10000 trials (size 48×48, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 29, 471, 96.4 ± 41.
Ran 10000 trials (size 49×49, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 32, 412, 97.6 ± 41.
Ran 10000 trials (size 50×50, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 31, 493, 99.5 ± 42.
Ran 10000 trials (size 51×51, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 32, 602, 101.7 ± 43.
Ran 10000 trials (size 52×52, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 30, 425, 102.6 ± 42.
Ran 10000 trials (size 53×53, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 34, 577, 104.4 ± 43.
Ran 10000 trials (size 54×54, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 37, 595, 106.0 ± 44.
Ran 10000 trials (size 55×55, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 38, 534, 108.2 ± 44.
Ran 10000 trials (size 56×56, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 34, 561, 109.3 ± 44.
Ran 10000 trials (size 57×57, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 34, 460, 111.7 ± 46.
Ran 10000 trials (size 58×58, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 37, 503, 113.4 ± 46.
Ran 10000 trials (size 59×59, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 33, 595, 114.9 ± 47.
Ran 10000 trials (size 60×60, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 38, 560, 117.2 ± 47.
Ran 10000 trials (size 61×61, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 33, 530, 118.9 ± 49.
Ran 10000 trials (size 62×62, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 37, 555, 119.8 ± 48.
Ran 10000 trials (size 63×63, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 42, 676, 120.8 ± 49.
Ran 10000 trials (size 64×64, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 44, 830, 123.6 ± 50.
Ran 10000 trials (size 65×65, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 44, 637, 123.8 ± 49.
Ran 10000 trials (size 66×66, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 41, 592, 126.5 ± 51.
Ran 10000 trials (size 67×67, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 46, 604, 127.4 ± 50.
Ran 10000 trials (size 68×68, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 47, 718, 129.1 ± 51.
Ran 10000 trials (size 69×69, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 46, 908, 130.2 ± 52.
Ran 10000 trials (size 70×70, density 0.150, threshold 0.900). Steps (min, max, mean±stddev): 46, 642, 131.5 ± 51.
