Ran 1000 trials (size 10×10, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 0, 207, 20.7 ± 18.
Ran 1000 trials (size 37×37, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 80, 1012, 290.8 ± 136.
Ran 1000 trials (size 38×38, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 92, 1280, 298.8 ± 144.
Ran 1000 trials (size 39×39, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 86, 1094, 308.6 ± 142.
Ran 1000 trials (size 40×40, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 96, 1115, 330.7 ± 155.
Ran 1000 trials (size 41×41, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 97, 1167, 332.4 ± 156.
Ran 1000 trials (size 42×42, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 82, 1358, 343.2 ± 159.
Ran 1000 trials (size 43×43, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 95, 1133, 360.4 ± 167.
Ran 1000 trials (size 44×44, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 106, 1646, 370.4 ± 174.
Ran 1000 trials (size 45×45, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 112, 1505, 379.2 ± 184.
Ran 1000 trials (size 46×46, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 127, 1265, 402.8 ± 182.
Ran 1000 trials (size 47×47, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 112, 1430, 409.1 ± 190.
Ran 1000 trials (size 48×48, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 141, 2016, 411.4 ± 195.
Ran 1000 trials (size 49×49, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 132, 2207, 429.7 ± 195.
Ran 1000 trials (size 50×50, density 0.060, threshold 0.900). Steps (min, max, mean±stddev): 134, 2322, 438.2 ± 199.
Ran 1000 trials (size 10×10, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 0, 164, 21.8 ± 18.
Ran 1000 trials (size 11×11, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 0, 215, 29.2 ± 22.
Ran 1000 trials (size 12×12, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 0, 173, 36.7 ± 25.
Ran 1000 trials (size 13×13, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 4, 212, 42.5 ± 28.
Ran 1000 trials (size 14×14, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 5, 246, 49.1 ± 30.
Ran 1000 trials (size 15×15, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 10, 331, 57.4 ± 34.
Ran 1000 trials (size 16×16, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 8, 264, 62.0 ± 35.
Ran 1000 trials (size 17×17, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 13, 326, 73.6 ± 42.
Ran 1000 trials (size 18×18, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 16, 346, 82.4 ± 49.
Ran 1000 trials (size 19×19, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 24, 361, 89.3 ± 51.
Ran 1000 trials (size 20×20, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 20, 499, 95.6 ± 54.
Ran 1000 trials (size 21×21, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 24, 474, 100.3 ± 54.
Ran 1000 trials (size 22×22, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 27, 389, 110.2 ± 56.
Ran 1000 trials (size 23×23, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 31, 513, 120.7 ± 65.
Ran 1000 trials (size 24×24, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 37, 645, 128.5 ± 66.
Ran 1000 trials (size 25×25, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 38, 624, 139.0 ± 76.
Ran 1000 trials (size 26×26, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 35, 485, 149.6 ± 73.
Ran 1000 trials (size 27×27, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 39, 786, 155.0 ± 78.
Ran 1000 trials (size 28×28, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 40, 659, 162.5 ± 76.
Ran 1000 trials (size 29×29, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 49, 792, 173.0 ± 86.
Ran 1000 trials (size 30×30, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 45, 628, 176.9 ± 84.
Ran 1000 trials (size 31×31, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 37, 836, 192.5 ± 96.
Ran 1000 trials (size 32×32, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 50, 885, 194.0 ± 95.
Ran 1000 trials (size 33×33, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 58, 758, 201.8 ± 97.
Ran 1000 trials (size 34×34, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 56, 740, 217.5 ± 103.
Ran 1000 trials (size 35×35, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 56, 748, 219.1 ± 104.
Ran 1000 trials (size 36×36, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 60, 950, 234.9 ± 111.
Ran 1000 trials (size 37×37, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 78, 1249, 249.8 ± 121.
Ran 1000 trials (size 38×38, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 79, 882, 252.5 ± 111.
Ran 1000 trials (size 39×39, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 64, 1143, 261.5 ± 127.
Ran 1000 trials (size 40×40, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 85, 1057, 273.1 ± 131.
Ran 1000 trials (size 41×41, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 82, 1122, 286.9 ± 133.
Ran 1000 trials (size 42×42, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 88, 1213, 295.4 ± 146.
Ran 1000 trials (size 43×43, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 93, 936, 296.4 ± 128.
Ran 1000 trials (size 44×44, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 93, 1297, 310.2 ± 145.
Ran 1000 trials (size 45×45, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 97, 1240, 319.5 ± 149.
Ran 1000 trials (size 46×46, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 96, 1111, 327.3 ± 150.
Ran 1000 trials (size 47×47, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 105, 1326, 333.7 ± 146.
Ran 1000 trials (size 48×48, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 87, 1607, 355.8 ± 171.
Ran 1000 trials (size 49×49, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 124, 1507, 358.8 ± 170.
Ran 1000 trials (size 50×50, density 0.070, threshold 0.900). Steps (min, max, mean±stddev): 113, 1288, 366.7 ± 164.
Ran 1000 trials (size 10×10, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 0, 136, 21.3 ± 16.
Ran 1000 trials (size 11×11, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 0, 229, 27.1 ± 20.
Ran 1000 trials (size 12×12, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 0, 178, 33.0 ± 22.
Ran 1000 trials (size 13×13, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 1, 194, 37.7 ± 25.
Ran 1000 trials (size 14×14, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 8, 261, 44.8 ± 28.
Ran 1000 trials (size 15×15, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 9, 311, 51.9 ± 32.
Ran 1000 trials (size 16×16, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 8, 220, 58.0 ± 32.
Ran 1000 trials (size 17×17, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 14, 355, 64.4 ± 37.
Ran 1000 trials (size 18×18, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 16, 259, 69.0 ± 35.
Ran 1000 trials (size 19×19, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 17, 308, 76.1 ± 41.
Ran 1000 trials (size 20×20, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 18, 547, 82.3 ± 45.
Ran 1000 trials (size 21×21, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 18, 387, 89.1 ± 47.
Ran 1000 trials (size 22×22, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 28, 552, 98.3 ± 52.
Ran 1000 trials (size 23×23, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 29, 426, 103.1 ± 55.
Ran 1000 trials (size 24×24, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 24, 619, 108.9 ± 56.
Ran 1000 trials (size 25×25, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 33, 559, 115.0 ± 57.
Ran 1000 trials (size 26×26, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 34, 522, 126.3 ± 65.
Ran 1000 trials (size 27×27, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 35, 501, 133.2 ± 62.
Ran 1000 trials (size 28×28, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 31, 480, 138.3 ± 66.
Ran 1000 trials (size 29×29, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 43, 670, 149.4 ± 77.
Ran 1000 trials (size 30×30, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 39, 556, 157.5 ± 78.
Ran 1000 trials (size 31×31, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 49, 697, 162.7 ± 81.
Ran 1000 trials (size 32×32, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 45, 604, 163.4 ± 76.
Ran 1000 trials (size 33×33, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 48, 748, 175.7 ± 80.
Ran 1000 trials (size 34×34, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 51, 667, 185.4 ± 87.
Ran 1000 trials (size 35×35, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 59, 674, 191.0 ± 88.
Ran 1000 trials (size 36×36, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 57, 683, 203.3 ± 92.
Ran 1000 trials (size 37×37, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 56, 892, 204.7 ± 95.
Ran 1000 trials (size 38×38, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 61, 1088, 210.6 ± 97.
Ran 1000 trials (size 39×39, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 62, 931, 217.6 ± 101.
Ran 1000 trials (size 40×40, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 73, 927, 231.0 ± 109.
Ran 1000 trials (size 41×41, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 79, 997, 235.9 ± 104.
Ran 1000 trials (size 42×42, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 71, 900, 242.9 ± 108.
Ran 1000 trials (size 43×43, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 77, 867, 247.8 ± 106.
Ran 1000 trials (size 44×44, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 74, 1266, 259.8 ± 124.
Ran 1000 trials (size 45×45, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 74, 1190, 267.3 ± 125.
Ran 1000 trials (size 46×46, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 94, 1023, 273.6 ± 126.
Ran 1000 trials (size 47×47, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 78, 936, 274.4 ± 125.
Ran 1000 trials (size 48×48, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 80, 1145, 285.8 ± 123.
Ran 1000 trials (size 49×49, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 83, 925, 294.6 ± 127.
Ran 1000 trials (size 50×50, density 0.080, threshold 0.900). Steps (min, max, mean±stddev): 100, 1033, 308.0 ± 133.
Ran 1000 trials (size 10×10, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 0, 110, 20.5 ± 15.
Ran 1000 trials (size 11×11, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 0, 136, 25.2 ± 17.
Ran 1000 trials (size 12×12, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 4, 139, 30.4 ± 19.
Ran 1000 trials (size 13×13, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 5, 192, 37.2 ± 25.
Ran 1000 trials (size 14×14, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 7, 225, 41.9 ± 25.
Ran 1000 trials (size 15×15, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 9, 247, 46.7 ± 28.
Ran 1000 trials (size 16×16, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 10, 220, 52.1 ± 29.
Ran 1000 trials (size 17×17, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 12, 239, 57.2 ± 32.
Ran 1000 trials (size 18×18, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 16, 258, 62.5 ± 33.
Ran 1000 trials (size 19×19, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 16, 403, 68.9 ± 38.
Ran 1000 trials (size 20×20, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 16, 352, 71.3 ± 35.
Ran 1000 trials (size 21×21, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 19, 271, 79.0 ± 40.
Ran 1000 trials (size 22×22, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 22, 440, 86.4 ± 46.
Ran 1000 trials (size 23×23, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 19, 392, 91.1 ± 45.
Ran 1000 trials (size 24×24, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 18, 408, 96.6 ± 49.
Ran 1000 trials (size 25×25, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 26, 479, 104.5 ± 55.
Ran 1000 trials (size 26×26, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 24, 378, 107.8 ± 51.
Ran 1000 trials (size 27×27, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 24, 440, 113.8 ± 53.
Ran 1000 trials (size 28×28, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 35, 602, 120.5 ± 56.
Ran 1000 trials (size 29×29, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 35, 477, 125.9 ± 59.
Ran 1000 trials (size 30×30, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 40, 547, 135.0 ± 66.
Ran 1000 trials (size 31×31, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 42, 661, 139.1 ± 67.
Ran 1000 trials (size 32×32, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 42, 490, 145.1 ± 66.
Ran 1000 trials (size 33×33, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 40, 576, 151.2 ± 71.
Ran 1000 trials (size 34×34, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 43, 688, 158.6 ± 74.
Ran 1000 trials (size 35×35, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 45, 558, 165.4 ± 74.
Ran 1000 trials (size 36×36, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 56, 581, 169.1 ± 75.
Ran 1000 trials (size 37×37, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 51, 699, 180.3 ± 82.
Ran 1000 trials (size 38×38, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 43, 649, 178.6 ± 80.
Ran 1000 trials (size 39×39, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 56, 859, 189.8 ± 91.
Ran 1000 trials (size 40×40, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 60, 726, 195.5 ± 88.
Ran 1000 trials (size 41×41, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 59, 778, 198.4 ± 88.
Ran 1000 trials (size 42×42, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 59, 757, 204.7 ± 90.
Ran 1000 trials (size 43×43, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 65, 867, 222.1 ± 104.
Ran 1000 trials (size 44×44, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 64, 1141, 220.5 ± 105.
Ran 1000 trials (size 45×45, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 63, 1104, 224.6 ± 105.
Ran 1000 trials (size 46×46, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 84, 852, 228.4 ± 104.
Ran 1000 trials (size 47×47, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 82, 807, 233.9 ± 103.
Ran 1000 trials (size 48×48, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 87, 934, 240.1 ± 110.
Ran 1000 trials (size 49×49, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 72, 1173, 247.5 ± 118.
Ran 1000 trials (size 50×50, density 0.090, threshold 0.900). Steps (min, max, mean±stddev): 90, 1029, 257.0 ± 115.
Ran 1000 trials (size 10×10, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 115, 20.1 ± 14.
Ran 1000 trials (size 11×11, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 1, 151, 24.9 ± 18.
Ran 1000 trials (size 12×12, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 3, 180, 28.1 ± 18.
Ran 1000 trials (size 13×13, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 2, 227, 33.1 ± 22.
Ran 1000 trials (size 14×14, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 6, 217, 37.6 ± 22.
Ran 1000 trials (size 15×15, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 8, 229, 41.4 ± 25.
Ran 1000 trials (size 16×16, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 10, 306, 47.6 ± 28.
Ran 1000 trials (size 17×17, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 12, 243, 51.9 ± 30.
Ran 1000 trials (size 18×18, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 12, 190, 55.0 ± 29.
Ran 1000 trials (size 19×19, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 16, 211, 59.5 ± 30.
Ran 1000 trials (size 20×20, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 18, 307, 65.9 ± 36.
Ran 1000 trials (size 21×21, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 21, 399, 69.7 ± 36.
Ran 1000 trials (size 22×22, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 21, 291, 75.9 ± 37.
Ran 1000 trials (size 23×23, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 19, 258, 79.2 ± 37.
Ran 1000 trials (size 24×24, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 25, 448, 85.8 ± 45.
Ran 1000 trials (size 25×25, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 22, 408, 93.1 ± 49.
Ran 1000 trials (size 26×26, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 31, 419, 97.1 ± 49.
Ran 1000 trials (size 27×27, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 29, 384, 99.7 ± 46.
Ran 1000 trials (size 28×28, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 35, 389, 103.6 ± 48.
Ran 1000 trials (size 29×29, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 31, 434, 109.8 ± 50.
Ran 1000 trials (size 30×30, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 35, 490, 117.9 ± 60.
Ran 1000 trials (size 31×31, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 38, 596, 120.8 ± 58.
Ran 1000 trials (size 32×32, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 31, 645, 128.0 ± 62.
Ran 1000 trials (size 33×33, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 28, 534, 131.0 ± 60.
Ran 1000 trials (size 34×34, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 34, 558, 135.4 ± 66.
Ran 1000 trials (size 35×35, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 35, 568, 138.3 ± 64.
Ran 1000 trials (size 36×36, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 44, 565, 144.4 ± 69.
Ran 1000 trials (size 37×37, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 45, 629, 151.2 ± 70.
Ran 1000 trials (size 38×38, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 47, 491, 157.3 ± 65.
Ran 1000 trials (size 39×39, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 36, 568, 159.5 ± 72.
Ran 1000 trials (size 40×40, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 54, 652, 164.7 ± 75.
Ran 1000 trials (size 41×41, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 51, 638, 169.4 ± 75.
Ran 1000 trials (size 42×42, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 54, 719, 174.6 ± 81.
Ran 1000 trials (size 43×43, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 55, 736, 182.0 ± 80.
Ran 1000 trials (size 44×44, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 61, 569, 183.5 ± 80.
Ran 1000 trials (size 45×45, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 68, 722, 193.5 ± 87.
Ran 1000 trials (size 46×46, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 67, 965, 200.6 ± 94.
Ran 1000 trials (size 47×47, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 68, 924, 207.6 ± 100.
Ran 1000 trials (size 48×48, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 69, 1072, 206.8 ± 94.
Ran 1000 trials (size 49×49, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 76, 800, 205.2 ± 85.
Ran 1000 trials (size 50×50, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 67, 760, 215.2 ± 91.
Ran 1000 trials (size 10×10, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 1, 109, 18.1 ± 12.
Ran 1000 trials (size 11×11, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 2, 107, 22.4 ± 14.
Ran 1000 trials (size 12×12, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 3, 163, 26.4 ± 17.
Ran 1000 trials (size 13×13, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 5, 154, 29.2 ± 17.
Ran 1000 trials (size 14×14, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 7, 170, 33.9 ± 20.
Ran 1000 trials (size 15×15, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 8, 217, 37.5 ± 21.
Ran 1000 trials (size 16×16, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 9, 265, 42.6 ± 24.
Ran 1000 trials (size 17×17, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 11, 285, 45.9 ± 26.
Ran 1000 trials (size 18×18, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 14, 193, 50.9 ± 27.
Ran 1000 trials (size 19×19, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 14, 200, 53.9 ± 27.
Ran 1000 trials (size 20×20, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 15, 241, 58.0 ± 29.
Ran 1000 trials (size 21×21, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 16, 277, 64.3 ± 33.
Ran 1000 trials (size 22×22, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 17, 271, 65.8 ± 32.
Ran 1000 trials (size 23×23, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 23, 312, 73.2 ± 35.
Ran 1000 trials (size 24×24, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 22, 316, 74.7 ± 36.
Ran 1000 trials (size 25×25, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 23, 362, 81.6 ± 42.
Ran 1000 trials (size 26×26, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 21, 363, 84.2 ± 43.
Ran 1000 trials (size 27×27, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 25, 296, 86.4 ± 39.
Ran 1000 trials (size 28×28, density 0.110, threshold 0.900). Steps (min, max, mean±stddev): 25, 298, 92.7 ± 40.
