Ran 3000 trials (size 10×10, density 0.100, threshold 0.050). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 1, 0.0 ± 0.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 2, 0.1 ± 0.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 4, 0.2 ± 0.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 3, 0.3 ± 0.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 4, 0.5 ± 1.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 5, 0.7 ± 1.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 8, 0.9 ± 1.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 6, 1.1 ± 1.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 7, 1.4 ± 1.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.100). Steps (min, max, mean±stddev): 0, 10, 1.7 ± 1.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 2, 0.0 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 3, 0.1 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 5, 0.3 ± 1.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 9, 0.6 ± 1.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 9, 1.0 ± 1.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 13, 1.4 ± 1.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 13, 2.0 ± 2.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 18, 2.5 ± 2.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 18, 3.2 ± 2.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 16, 3.8 ± 3.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 20, 4.6 ± 3.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 25, 5.4 ± 3.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 26, 6.2 ± 4.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 25, 7.2 ± 4.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 54, 8.1 ± 5.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 42, 9.0 ± 5.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 12, 0.6 ± 1.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 14, 1.1 ± 1.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 18, 1.8 ± 2.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 16, 2.6 ± 2.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 22, 3.6 ± 3.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 36, 4.6 ± 3.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 28, 5.8 ± 4.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 37, 6.9 ± 4.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 0, 39, 8.1 ± 5.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 49, 9.3 ± 6.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 40, 10.8 ± 6.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 97, 12.4 ± 7.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 53, 13.8 ± 7.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 64, 15.0 ± 8.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 66, 16.8 ± 8.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.300). Steps (min, max, mean±stddev): 1, 85, 18.3 ± 9.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 15, 2.0 ± 2.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 20, 3.3 ± 3.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 34, 4.7 ± 4.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 38, 6.1 ± 5.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 45, 7.6 ± 5.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 81, 9.2 ± 6.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 0, 55, 11.1 ± 7.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 70, 12.9 ± 8.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 87, 14.8 ± 9.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 82, 16.8 ± 10.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 90, 18.4 ± 10.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 2, 114, 20.4 ± 11.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 91, 22.3 ± 12.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 2, 115, 24.1 ± 13.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 4, 109, 26.4 ± 13.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.400). Steps (min, max, mean±stddev): 1, 165, 28.7 ± 15.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 0, 42, 4.8 ± 4.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 0, 52, 6.5 ± 5.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 0, 53, 8.6 ± 7.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 0, 67, 10.6 ± 7.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 79, 12.6 ± 8.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 101, 15.0 ± 10.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 84, 17.3 ± 11.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 95, 19.7 ± 12.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 161, 21.5 ± 13.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 3, 125, 24.3 ± 13.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 2, 131, 26.7 ± 14.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 1, 133, 28.7 ± 15.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 4, 184, 32.1 ± 18.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 4, 135, 34.3 ± 18.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 6, 180, 36.7 ± 18.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.500). Steps (min, max, mean±stddev): 7, 159, 39.0 ± 19.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 0, 89, 7.1 ± 6.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 0, 121, 9.8 ± 8.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 0, 92, 12.5 ± 9.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 1, 137, 15.1 ± 11.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 1, 184, 18.2 ± 13.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 1, 124, 20.6 ± 14.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 1, 180, 23.8 ± 16.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 2, 177, 26.4 ± 18.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 3, 207, 30.0 ± 20.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 3, 271, 33.4 ± 22.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 5, 232, 35.8 ± 22.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 6, 323, 38.6 ± 24.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 6, 236, 42.8 ± 25.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 6, 246, 45.0 ± 26.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 7, 313, 48.4 ± 28.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.600). Steps (min, max, mean±stddev): 9, 266, 53.0 ± 30.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 0, 86, 10.7 ± 9.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 0, 94, 14.3 ± 11.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 0, 142, 17.6 ± 13.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 1, 120, 21.1 ± 15.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 1, 223, 23.7 ± 17.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 1, 208, 27.2 ± 19.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 3, 191, 30.7 ± 20.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 2, 238, 34.6 ± 23.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 3, 314, 37.8 ± 25.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 7, 289, 41.2 ± 26.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 5, 449, 45.2 ± 28.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 9, 255, 48.3 ± 29.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 7, 312, 51.6 ± 30.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 7, 253, 54.6 ± 31.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 12, 312, 59.2 ± 34.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.700). Steps (min, max, mean±stddev): 14, 335, 62.7 ± 35.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 0, 134, 14.7 ± 12.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 0, 162, 18.5 ± 14.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 0, 151, 22.2 ± 16.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 0, 186, 25.9 ± 18.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 3, 200, 29.2 ± 20.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 3, 232, 34.1 ± 23.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 6, 337, 37.6 ± 24.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 5, 273, 42.1 ± 26.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 5, 247, 46.0 ± 27.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 8, 289, 50.2 ± 30.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 10, 303, 53.4 ± 30.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 8, 313, 59.4 ± 34.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 14, 408, 62.8 ± 36.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 8, 342, 66.1 ± 36.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 13, 391, 70.8 ± 37.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.800). Steps (min, max, mean±stddev): 15, 431, 74.8 ± 40.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 140, 19.2 ± 15.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 0, 156, 23.0 ± 17.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 1, 244, 26.9 ± 19.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 4, 162, 31.7 ± 20.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 5, 322, 36.0 ± 23.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 5, 206, 40.1 ± 24.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 7, 223, 44.1 ± 26.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 8, 290, 49.2 ± 29.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 10, 271, 54.4 ± 31.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 6, 404, 58.4 ± 33.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 8, 364, 63.6 ± 34.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 14, 381, 66.7 ± 35.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 12, 471, 72.3 ± 38.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 16, 401, 77.7 ± 41.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 18, 365, 83.6 ± 42.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.900). Steps (min, max, mean±stddev): 20, 400, 87.6 ± 44.
Ran 3000 trials (size 10×10, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 0, 239, 26.6 ± 17.
Ran 3000 trials (size 11×11, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 5, 208, 31.7 ± 19.
Ran 3000 trials (size 12×12, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 6, 199, 36.5 ± 21.
Ran 3000 trials (size 13×13, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 7, 217, 42.0 ± 23.
Ran 3000 trials (size 14×14, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 12, 249, 47.8 ± 25.
Ran 3000 trials (size 15×15, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 11, 235, 53.3 ± 28.
Ran 3000 trials (size 16×16, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 13, 330, 60.2 ± 31.
Ran 3000 trials (size 17×17, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 14, 364, 65.2 ± 33.
Ran 3000 trials (size 18×18, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 18, 321, 72.8 ± 36.
Ran 3000 trials (size 19×19, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 18, 336, 78.1 ± 40.
Ran 3000 trials (size 20×20, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 20, 343, 84.2 ± 41.
Ran 3000 trials (size 21×21, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 21, 429, 91.4 ± 44.
Ran 3000 trials (size 22×22, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 27, 435, 95.9 ± 45.
Ran 3000 trials (size 23×23, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 29, 395, 104.0 ± 48.
Ran 3000 trials (size 24×24, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 28, 436, 110.0 ± 52.
Ran 3000 trials (size 25×25, density 0.100, threshold 1.000). Steps (min, max, mean±stddev): 32, 569, 118.0 ± 55.
