Ran 1000 trials (size 10×10, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 0, 83, 1.2 ± 6.
Ran 1000 trials (size 34×34, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 0, 3408, 755.5 ± 478.
Ran 1000 trials (size 35×35, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 44, 4368, 809.3 ± 511.
Ran 1000 trials (size 36×36, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 115, 4392, 846.3 ± 546.
Ran 1000 trials (size 37×37, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 21, 5312, 887.0 ± 544.
Ran 1000 trials (size 38×38, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 50, 3956, 943.1 ± 565.
Ran 1000 trials (size 39×39, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 97, 4339, 1038.6 ± 621.
Ran 1000 trials (size 40×40, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 153, 7399, 1068.0 ± 693.
Ran 1000 trials (size 41×41, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 205, 7101, 1111.8 ± 690.
Ran 1000 trials (size 42×42, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 163, 6740, 1187.2 ± 690.
Ran 1000 trials (size 43×43, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 246, 6023, 1253.2 ± 729.
Ran 1000 trials (size 44×44, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 252, 5198, 1312.2 ± 771.
Ran 1000 trials (size 45×45, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 260, 14208, 1380.0 ± 915.
Ran 1000 trials (size 46×46, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 292, 8212, 1407.3 ± 808.
Ran 1000 trials (size 47×47, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 297, 7811, 1513.4 ± 904.
Ran 1000 trials (size 48×48, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 277, 6985, 1557.9 ± 911.
Ran 1000 trials (size 49×49, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 304, 11548, 1645.1 ± 993.
Ran 1000 trials (size 50×50, density 0.010, threshold 0.900). Steps (min, max, mean±stddev): 357, 9780, 1667.1 ± 976.
Ran 1000 trials (size 10×10, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 96, 4.6 ± 11.
Ran 1000 trials (size 11×11, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 199, 9.7 ± 19.
Ran 1000 trials (size 12×12, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 181, 16.9 ± 27.
Ran 1000 trials (size 13×13, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 312, 29.9 ± 42.
Ran 1000 trials (size 14×14, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 345, 42.6 ± 51.
Ran 1000 trials (size 15×15, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 470, 57.9 ± 62.
Ran 1000 trials (size 16×16, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 471, 80.4 ± 76.
Ran 1000 trials (size 17×17, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 849, 101.2 ± 93.
Ran 1000 trials (size 18×18, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 810, 127.5 ± 105.
Ran 1000 trials (size 19×19, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 938, 154.1 ± 123.
Ran 1000 trials (size 20×20, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 881, 185.4 ± 137.
Ran 1000 trials (size 21×21, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 2000, 212.8 ± 163.
Ran 1000 trials (size 22×22, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 1229, 231.8 ± 163.
Ran 1000 trials (size 23×23, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 1369, 259.9 ± 172.
Ran 1000 trials (size 24×24, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 0, 1391, 284.2 ± 186.
Ran 1000 trials (size 25×25, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 6, 1425, 307.0 ± 185.
Ran 1000 trials (size 26×26, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 44, 1642, 328.5 ± 195.
Ran 1000 trials (size 27×27, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 53, 1445, 362.5 ± 217.
Ran 1000 trials (size 28×28, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 61, 2038, 404.2 ± 233.
Ran 1000 trials (size 29×29, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 78, 2594, 424.7 ± 261.
Ran 1000 trials (size 30×30, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 80, 2647, 456.9 ± 276.
Ran 1000 trials (size 31×31, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 104, 2180, 495.4 ± 294.
Ran 1000 trials (size 32×32, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 90, 2309, 513.5 ± 299.
Ran 1000 trials (size 33×33, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 96, 2334, 541.8 ± 314.
Ran 1000 trials (size 34×34, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 92, 2106, 580.4 ± 314.
Ran 1000 trials (size 35×35, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 100, 3508, 634.8 ± 378.
Ran 1000 trials (size 36×36, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 148, 3393, 664.2 ± 379.
Ran 1000 trials (size 37×37, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 158, 3124, 679.0 ± 386.
Ran 1000 trials (size 38×38, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 148, 3968, 719.4 ± 416.
Ran 1000 trials (size 39×39, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 96, 3947, 741.3 ± 412.
Ran 1000 trials (size 40×40, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 145, 4640, 772.9 ± 437.
Ran 1000 trials (size 41×41, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 215, 3057, 804.8 ± 411.
Ran 1000 trials (size 42×42, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 207, 3113, 877.6 ± 463.
Ran 1000 trials (size 43×43, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 229, 4369, 903.9 ± 525.
Ran 1000 trials (size 44×44, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 214, 4202, 943.4 ± 488.
Ran 1000 trials (size 45×45, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 211, 4053, 984.8 ± 552.
Ran 1000 trials (size 46×46, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 268, 4184, 1019.2 ± 551.
Ran 1000 trials (size 47×47, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 257, 4181, 1039.2 ± 547.
Ran 1000 trials (size 48×48, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 212, 4571, 1118.9 ± 575.
Ran 1000 trials (size 49×49, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 286, 5166, 1155.5 ± 592.
Ran 1000 trials (size 50×50, density 0.020, threshold 0.900). Steps (min, max, mean±stddev): 236, 4699, 1165.8 ± 594.
Ran 1000 trials (size 10×10, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 140, 10.0 ± 15.
Ran 1000 trials (size 11×11, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 186, 18.6 ± 25.
Ran 1000 trials (size 12×12, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 284, 31.1 ± 35.
Ran 1000 trials (size 13×13, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 274, 44.0 ± 43.
Ran 1000 trials (size 14×14, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 374, 55.4 ± 48.
Ran 1000 trials (size 15×15, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 503, 76.5 ± 61.
Ran 1000 trials (size 16×16, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 535, 93.4 ± 70.
Ran 1000 trials (size 17×17, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 622, 111.6 ± 78.
Ran 1000 trials (size 18×18, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 724, 133.9 ± 90.
Ran 1000 trials (size 19×19, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 0, 781, 149.7 ± 101.
Ran 1000 trials (size 20×20, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 8, 853, 168.4 ± 107.
Ran 1000 trials (size 21×21, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 25, 836, 178.2 ± 113.
Ran 1000 trials (size 22×22, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 30, 1003, 205.6 ± 131.
Ran 1000 trials (size 23×23, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 25, 977, 222.0 ± 133.
Ran 1000 trials (size 24×24, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 42, 1366, 237.0 ± 145.
Ran 1000 trials (size 25×25, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 50, 1477, 255.8 ± 141.
Ran 1000 trials (size 26×26, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 39, 1144, 284.6 ± 157.
Ran 1000 trials (size 27×27, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 62, 1697, 310.2 ± 184.
Ran 1000 trials (size 28×28, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 52, 1335, 327.8 ± 185.
Ran 1000 trials (size 29×29, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 76, 1571, 358.2 ± 211.
Ran 1000 trials (size 30×30, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 58, 2283, 374.6 ± 222.
Ran 1000 trials (size 31×31, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 71, 1763, 393.5 ± 224.
Ran 1000 trials (size 32×32, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 106, 2113, 423.6 ± 240.
Ran 1000 trials (size 33×33, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 78, 1990, 446.8 ± 247.
Ran 1000 trials (size 34×34, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 101, 1594, 463.4 ± 249.
Ran 1000 trials (size 35×35, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 108, 1841, 486.2 ± 254.
Ran 1000 trials (size 36×36, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 126, 2004, 510.7 ± 262.
Ran 1000 trials (size 37×37, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 139, 2266, 538.3 ± 282.
Ran 1000 trials (size 38×38, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 111, 2456, 555.6 ± 294.
Ran 1000 trials (size 39×39, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 140, 2083, 587.5 ± 303.
Ran 1000 trials (size 40×40, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 135, 2280, 609.9 ± 309.
Ran 1000 trials (size 41×41, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 172, 2754, 642.2 ± 328.
Ran 1000 trials (size 42×42, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 153, 2326, 672.2 ± 337.
Ran 1000 trials (size 43×43, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 172, 2456, 686.5 ± 345.
Ran 1000 trials (size 44×44, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 167, 3150, 707.8 ± 346.
Ran 1000 trials (size 45×45, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 195, 2849, 750.6 ± 372.
Ran 1000 trials (size 46×46, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 215, 3376, 791.6 ± 410.
Ran 1000 trials (size 47×47, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 209, 3508, 816.8 ± 416.
Ran 1000 trials (size 48×48, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 210, 4491, 844.0 ± 455.
Ran 1000 trials (size 49×49, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 240, 3916, 835.2 ± 434.
Ran 1000 trials (size 50×50, density 0.030, threshold 0.900). Steps (min, max, mean±stddev): 226, 4018, 879.8 ± 444.
Ran 1000 trials (size 10×10, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 160, 15.6 ± 19.
Ran 1000 trials (size 11×11, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 283, 24.6 ± 27.
Ran 1000 trials (size 12×12, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 382, 35.8 ± 34.
Ran 1000 trials (size 13×13, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 353, 49.6 ± 41.
Ran 1000 trials (size 14×14, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 405, 64.2 ± 51.
Ran 1000 trials (size 15×15, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 528, 76.3 ± 53.
Ran 1000 trials (size 16×16, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 0, 580, 91.0 ± 62.
Ran 1000 trials (size 17×17, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 6, 457, 104.5 ± 70.
Ran 1000 trials (size 18×18, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 4, 621, 110.0 ± 71.
Ran 1000 trials (size 19×19, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 21, 777, 130.7 ± 82.
Ran 1000 trials (size 20×20, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 15, 769, 141.7 ± 84.
Ran 1000 trials (size 21×21, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 12, 798, 159.2 ± 99.
Ran 1000 trials (size 22×22, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 24, 889, 170.5 ± 99.
Ran 1000 trials (size 23×23, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 34, 924, 192.1 ± 115.
Ran 1000 trials (size 24×24, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 49, 930, 204.0 ± 111.
Ran 1000 trials (size 25×25, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 56, 1407, 225.0 ± 131.
Ran 1000 trials (size 26×26, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 37, 1461, 233.7 ± 137.
Ran 1000 trials (size 27×27, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 64, 800, 251.0 ± 128.
Ran 1000 trials (size 28×28, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 61, 1161, 271.0 ± 147.
Ran 1000 trials (size 29×29, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 55, 1277, 283.4 ± 150.
Ran 1000 trials (size 30×30, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 64, 970, 295.2 ± 148.
Ran 1000 trials (size 31×31, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 68, 1277, 320.5 ± 169.
Ran 1000 trials (size 32×32, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 76, 1390, 336.9 ± 181.
Ran 1000 trials (size 33×33, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 78, 1503, 358.5 ± 193.
Ran 1000 trials (size 34×34, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 82, 1656, 375.4 ± 197.
Ran 1000 trials (size 35×35, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 92, 1576, 391.6 ± 197.
Ran 1000 trials (size 36×36, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 111, 1781, 422.5 ± 231.
Ran 1000 trials (size 37×37, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 121, 1922, 424.6 ± 216.
Ran 1000 trials (size 38×38, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 122, 1807, 437.6 ± 217.
Ran 1000 trials (size 39×39, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 124, 2814, 461.8 ± 230.
Ran 1000 trials (size 40×40, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 118, 2111, 481.2 ± 242.
Ran 1000 trials (size 41×41, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 134, 1792, 502.8 ± 234.
Ran 1000 trials (size 42×42, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 132, 2109, 521.1 ± 254.
Ran 1000 trials (size 43×43, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 141, 2294, 540.3 ± 261.
Ran 1000 trials (size 44×44, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 156, 2184, 554.6 ± 275.
Ran 1000 trials (size 45×45, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 146, 1808, 579.9 ± 274.
Ran 1000 trials (size 46×46, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 178, 1956, 602.1 ± 287.
Ran 1000 trials (size 47×47, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 168, 2393, 626.8 ± 293.
Ran 1000 trials (size 48×48, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 170, 2335, 650.5 ± 317.
Ran 1000 trials (size 49×49, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 170, 3593, 677.1 ± 359.
Ran 1000 trials (size 50×50, density 0.040, threshold 0.900). Steps (min, max, mean±stddev): 210, 2311, 669.7 ± 314.
Ran 1000 trials (size 10×10, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 0, 122, 18.7 ± 18.
Ran 1000 trials (size 11×11, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 0, 220, 29.1 ± 26.
Ran 1000 trials (size 12×12, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 0, 205, 38.1 ± 29.
Ran 1000 trials (size 13×13, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 0, 343, 48.4 ± 34.
Ran 1000 trials (size 14×14, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 0, 287, 60.0 ± 42.
Ran 1000 trials (size 15×15, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 6, 412, 71.1 ± 48.
Ran 1000 trials (size 16×16, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 16, 424, 82.0 ± 51.
Ran 1000 trials (size 17×17, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 7, 444, 91.2 ± 55.
Ran 1000 trials (size 18×18, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 17, 416, 102.0 ± 57.
Ran 1000 trials (size 19×19, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 15, 607, 113.7 ± 64.
Ran 1000 trials (size 20×20, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 26, 521, 123.6 ± 73.
Ran 1000 trials (size 21×21, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 27, 551, 137.7 ± 78.
Ran 1000 trials (size 22×22, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 32, 682, 148.7 ± 87.
Ran 1000 trials (size 23×23, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 29, 875, 162.0 ± 92.
Ran 1000 trials (size 24×24, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 42, 727, 179.4 ± 98.
Ran 1000 trials (size 25×25, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 41, 690, 188.9 ± 97.
Ran 1000 trials (size 26×26, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 55, 1135, 198.8 ± 107.
Ran 1000 trials (size 27×27, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 50, 908, 209.3 ± 110.
Ran 1000 trials (size 28×28, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 53, 885, 222.6 ± 113.
Ran 1000 trials (size 29×29, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 50, 1020, 238.6 ± 125.
Ran 1000 trials (size 30×30, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 59, 1209, 252.0 ± 133.
Ran 1000 trials (size 31×31, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 75, 898, 262.7 ± 129.
Ran 1000 trials (size 32×32, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 67, 1134, 284.3 ± 138.
Ran 1000 trials (size 33×33, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 73, 1295, 291.6 ± 143.
Ran 1000 trials (size 34×34, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 67, 1475, 305.9 ± 160.
Ran 1000 trials (size 35×35, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 87, 1041, 314.3 ± 152.
Ran 1000 trials (size 36×36, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 75, 1451, 341.1 ± 169.
Ran 1000 trials (size 37×37, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 98, 1460, 344.5 ± 166.
Ran 1000 trials (size 38×38, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 98, 1288, 365.3 ± 175.
Ran 1000 trials (size 39×39, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 107, 1929, 384.5 ± 189.
Ran 1000 trials (size 40×40, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 109, 1743, 403.2 ± 202.
Ran 1000 trials (size 41×41, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 113, 1612, 402.3 ± 200.
Ran 1000 trials (size 42×42, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 131, 1320, 421.8 ± 201.
Ran 1000 trials (size 43×43, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 125, 1558, 438.0 ± 214.
Ran 1000 trials (size 44×44, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 136, 1617, 456.3 ± 225.
Ran 1000 trials (size 45×45, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 142, 1705, 466.7 ± 217.
Ran 1000 trials (size 46×46, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 141, 1775, 490.0 ± 222.
Ran 1000 trials (size 47×47, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 125, 2313, 506.3 ± 238.
Ran 1000 trials (size 48×48, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 157, 1978, 511.6 ± 244.
Ran 1000 trials (size 49×49, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 133, 1924, 534.2 ± 251.
Ran 1000 trials (size 50×50, density 0.050, threshold 0.900). Steps (min, max, mean±stddev): 179, 2207, 538.4 ± 243.
